gene	RVIS
SACS	-1.83
STAM2	-0.38
RASGRP1	-0.82
MADD	-1.96
HS3ST2	-0.16
HTR1F	-0.16
MEF2C	0.06
ZFP36	-0.25
EEF1D	0.34
SLC25A37	0.11
PCYT1A	-0.85
CHST12	0.27
STIM1	-0.22
TSC22D2	0.22
SMPD4	-1.39
ZCCHC12	-0.29
PML	0.15
PTCHD2	-0.25
ABHD4	-0.98
PPP1R27	-0.32
DESI1	-0.12
DIRAS1	-0.12
PURA	-0.12
SOX2	-0.12
TUBB2A	-0.12
PLD4	0.11
CORO1B	-0.84
CPXM2	-0.28
ATP5L	-0.08
CMTM7	-0.08
ERAS	-0.08
KCTD5	-0.08
PFN1	-0.08
SNRPD2	-0.08
UBE2R2	-0.08
YWHAH	-0.08
CTSA	-0.87
GALNT9	-0.67
FBXO28	0.06
IVNS1ABP	-0.23
LRAT	0.04
RHOG	0.04
TRPM6	-0.58
SCO2	-0.62
SPN	-0.27
AWAT1	-0.21
EYA4	-0.42
ZNF581	-0.34
CCDC36	-0.51
NRP2	-1.08
TTLL12	-0.46
RPL13	0.06
SIX2	0.06
MCHR1	0.0
PISD	-0.27
SPATS2	-0.27
HEXIM1	-0.12
SRSF1	-0.01
IPO4	-0.46
CHRNA1	-0.33
UBFD1	0.01
TRPM7	-0.83
TFRC	-0.71
ZSCAN5A	-0.09
CD9	-0.43
NAA35	-0.14
C16orf70	0.04
OXCT1	-0.2
YES1	-0.2
C6orf62	-0.16
CHIC2	-0.16
CIRBP	-0.16
CRABP1	-0.16
RPL9	-0.16
SYAP1	-0.16
FIBIN	-0.07
RTL1	0.33
ALPL	0.0
FTO	-0.29
PAQR8	-0.6
CAPN1	-0.33
ZSCAN22	-0.33
CTSC	-0.45
GNA13	0.08
SNAI1	0.08
TSEN34	0.08
FBXO33	-0.34
MC5R	0.06
CCKAR	-0.13
MED29	-0.36
TXN2	-0.36
EIF2B3	-0.12
STAP2	-0.44
ESX1	0.04
UBR7	0.02
ZNF165	0.02
CPN1	-0.56
ARF3	-0.03
PHF6	-0.03
PQBP1	-0.03
WDR82	-0.03
PNLDC1	-1.0
GOLGA5	0.27
CCDC71	0.06
DUOXA2	-0.43
OTUB1	-0.01
RAB3B	-0.01
ZMAT4	-0.01
RHOU	-0.23
USP46	-0.23
RIN3	0.17
ZNF436	-0.47
PHF8	-0.03
SETD8	0.1
TSPYL5	0.08
DENND4A	-0.92
PIWIL2	-0.35
GXYLT1	-0.25
MYO5B	-0.37
ESR1	0.24
FLYWCH1	-0.37
ZDHHC5	-0.27
FUT9	0.13
MSI2	0.13
HIST1H1C	-0.22
C11orf80	0.11
ST8SIA1	0.11
GABRP	0.27
GPATCH1	-0.21
CDKN1B	-0.01
FAM155A	-0.01
KHDC3L	-0.01
LCOR	-0.01
FAM76B	-0.03
GLUD1	-0.03
TUBA8	-0.29
RNF214	-0.49
CBLB	-0.84
RAB3C	-0.3
STK10	-0.92
HNRNPF	-0.6
SOBP	0.13
F7	-0.02
SUGP2	0.39
SPIB	-0.25
FAR1	-0.21
PEX14	-0.49
TGFBR2	-0.05
ADRM1	0.06
TBCEL	-0.14
DDN	0.0
HSPA2	0.13
PLEKHH3	-0.96
GPR125	-0.07
SPOPL	-0.03
L3MBTL4	-0.95
FLCN	-0.2
GP2	-0.4
PDHB	-0.41
VMP1	-0.41
TRPV6	-0.68
TULP1	-0.04
MEIS1	-0.32
PER2	-1.18
ADRA2B	-0.25
AVPR1A	-0.25
PPOX	-0.25
ETS1	-0.2
SMARCAD1	0.27
NEGR1	-0.27
GTF3C5	-1.11
CDK1	-0.1
DCTN5	-0.1
HIST1H3I	-0.1
LHFP	-0.1
MEAF6	-0.1
MORN4	-0.1
PFDN2	-0.1
RAP1B	-0.1
RPL23A	-0.1
PDIA4	-0.19
MGAT4B	0.07
CSNK1A1	-0.05
SPTSSA	-0.05
C15orf27	0.2
COX15	-0.25
ABHD5	-0.42
SDS	-0.42
GMCL1	-0.45
HSPA14	-0.45
TRAFD1	-0.2
UFD1L	0.06
GRK5	0.05
AKR1B1	-0.18
ATP1B4	0.17
KRT38	-0.33
POM121	-0.33
IRX6	-0.75
PTPN1	-0.36
CHSY1	-0.77
CHST5	0.22
GLYATL1	-1.16
NFAM1	-0.14
HMBOX1	-0.34
PAK2	-0.34
PIWIL1	-0.46
SLC22A23	-0.87
ANKRD40	-0.1
GATC	-0.1
SNX27	0.06
LMAN2L	-0.65
ARHGDIB	-0.05
LUM	-0.05
NT5M	-0.05
CTDNEP1	0.04
PIGV	-0.4
C1orf65	-0.13
GPSM1	-1.32
C1orf52	-0.14
ITM2B	-0.14
METAP1	-0.14
NCS1	-0.14
RAB31	-0.14
RALB	-0.14
RPS10	-0.14
S100A16	-0.14
SNCA	-0.14
SECISBP2L	-0.93
HSD17B10	0.01
SMYD3	-0.31
SUN2	0.05
AACS	-1.17
ARSD	0.18
NICN1	-0.16
BMI1	-0.21
IL8	-0.21
NIP7	-0.21
SSR2	-0.21
KIAA1239	0.31
BARHL1	-0.36
CRISPLD1	-0.56
RUNDC1	-0.56
SLC25A18	-0.56
AKT3	-0.25
NAGA	-0.31
ZNF20	0.09
SLC25A12	-0.42
SGCE	-0.54
URI1	-0.51
KLF5	-0.05
NEFM	0.25
RSF1	0.39
ATP5B	0.04
OSR1	0.04
AEBP2	-0.01
FAM219A	-0.01
NUTF2	-0.01
CD59	-0.27
CRB3	-0.27
GINS4	-0.27
PEX11B	-0.27
RHOH	-0.27
HSPB2	0.01
DCBLD1	-0.51
PGAM2	-0.51
FERMT3	-0.19
ZFYVE20	-0.42
C5orf30	-0.43
HSF2	-0.76
TAGLN2	-0.14
TMLHE	-0.14
DEDD2	-0.21
RANGRF	-0.21
TMEM53	0.13
SLC9A6	-0.18
PPRC1	0.44
FAM208A	-0.24
OPN3	0.15
THOC5	0.22
KCNF1	-0.25
SLC6A14	-0.23
TRNAU1AP	-0.23
KDELR2	-0.38
SNX25	-0.17
PTPRB	0.34
MAD1L1	-1.32
KAL1	0.15
FAM168A	-0.3
DUSP4	-0.45
EPC2	-0.29
ETNK2	0.02
SPOCK3	0.04
HTATSF1	-0.03
KLHL10	-0.03
TACC1	-0.64
TRPC3	-1.24
TGM2	-0.84
CYP4F22	-0.37
CXorf57	-0.4
WDR53	-0.18
BCAP31	-0.01
MLX	-0.01
PSMA6	-0.01
PLCH1	-1.07
FASTKD5	-0.73
HEYL	-0.14
IFNW1	-0.14
GPR142	-0.21
STX16	-0.25
HDAC10	-0.17
SENP6	0.36
PCDHGB4	-0.88
GPX4	-0.12
NAGPA	0.0
SEC14L5	-1.7
TAS1R3	-2.0
ECEL1	0.0
KHNYN	-0.82
GIGYF1	-1.66
REEP4	0.02
ZC2HC1A	0.02
ACSBG1	-0.37
PDE12	-0.18
TMEM8C	-0.29
NEFH	0.25
ARL8A	-0.08
ARPC5L	-0.08
GNG13	-0.08
HIST4H4	-0.08
RGS10	-0.08
RPS26	-0.08
SOX14	-0.08
YWHAQ	-0.08
NOS2	-1.68
DNAJC16	-1.26
EFHD2	-0.16
RNASEH1	-0.74
ARL6IP6	-0.01
SETDB2	-0.07
EXOC5	0.22
RMND5A	0.08
TM7SF2	-0.38
PYGO1	0.2
GHITM	-0.12
ARPC1B	-0.34
PDCD10	-0.03
DKC1	0.1
ARMC1	-0.32
CXXC5	-0.32
NMRAL1	-0.07
PDIK1L	-0.14
NFKBIB	-0.56
BEST4	-0.6
RBMS3	-0.6
PSAT1	-0.29
GPR146	-0.06
CD79A	0.13
NKG7	0.13
HMGCS2	-0.87
SYNPO2L	-0.49
TFR2	-0.53
RPN1	-0.02
C11orf42	0.0
PDLIM3	-0.53
CANX	-0.16
MGEA5	-0.4
HS3ST5	0.11
KRTAP24-1	0.11
SULF1	-0.48
CYP2U1	-0.09
CD28	-0.07
NUDT5	-0.07
REEP2	-0.07
TRMT1	-0.8
MTNR1B	-0.02
AMBP	-0.49
NAP1L3	0.13
IMPAD1	-0.32
DEFB136	-0.19
RPLP2	-0.19
ST6GALNAC6	-1.02
IL13RA1	-0.41
BCL2L2	-0.03
GOSR1	-0.03
LCE2C	-0.03
NANOS2	-0.03
PXDC1	-0.03
SSBP2	-0.03
FGF17	-0.23
TBP	-0.23
KY	-1.2
LHPP	0.11
SNX8	0.38
WEE2	-0.6
TBC1D8B	-1.15
ADCK3	-1.7
TST	0.13
H1FX	-0.12
HIST2H2AB	-0.12
LIN7B	-0.12
SPRYD7	-0.12
TMEM164	-0.12
TMEM9	-0.12
UBE2E2	-0.12
ALKBH4	-0.07
DNAJC2	-0.07
SYN3	-0.24
MPG	-0.84
TTLL1	-0.84
RASSF8	-0.31
PNKD	-0.36
G3BP1	-0.36
GOLPH3	-0.36
PDCD6	-0.36
TBX15	0.17
TARSL2	-1.53
DUSP18	-0.18
NDUFB8	-0.18
TACO1	-0.18
TM4SF18	-0.18
TRIM25	-0.22
KCNE1	0.06
S1PR1	0.06
KIAA1522	0.43
SMTN	0.43
DRGX	-0.03
SNTG1	0.15
SEC23A	-0.78
SMAD9	-0.78
ITPR2	-1.64
NDUFAF5	-0.8
POFUT2	-0.11
SIRT1	0.2
MAMSTR	-0.23
RUNX1	-0.23
RPRD1A	-0.27
EPHA6	-0.77
CCDC130	0.18
ZNF12	-0.2
KANSL3	0.27
BCKDK	-0.54
NFKBID	-0.21
UBXN7	-0.21
EEF2K	-1.48
TERF2	0.22
ARHGAP12	-0.82
PPM1H	0.06
TMEM74	-0.36
CSF1	0.29
RACGAP1	-0.4
RPS3A	0.01
IZUMO2	-0.16
TUBG1	-0.16
RRM2	-0.25
CARD10	-1.15
EPN2	-0.38
HTR3E	0.02
SSX2IP	-0.69
ZNF621	-0.69
UQCRC1	-0.27
DES	-0.51
GPR37L1	-0.42
YARS2	-0.47
RASSF2	-0.2
PDE1C	0.05
ZFP28	0.05
FLRT3	-0.09
EIF2S3	0.13
CRAT	-1.08
FPR3	-0.27
HTR2C	-0.27
DCAF4L1	-0.05
DBR1	-0.47
B3GNT5	0.04
DDX19B	0.04
MRPL12	0.04
NAIF1	0.04
ST3GAL4	0.04
ZBTB12	0.04
C19orf66	-0.3
FAM134C	-0.8
RNH1	-0.15
SNX9	-0.13
UGT8	0.24
SLC38A4	0.31
REM1	-0.16
SEMA3A	0.34
AKTIP	0.01
LHX5	0.01
KIAA0408	-0.66
HPS6	-1.04
VGLL3	0.13
HIST1H4H	-0.41
SPDEF	0.31
CGA	-0.05
RPL11	-0.05
NDRG2	0.04
HIST1H2BE	0.19
ATP7A	0.41
KIAA1199	-1.05
ASL	-0.98
RABGGTA	-0.75
BPIFA1	-0.29
SLAIN2	-0.29
GKAP1	-0.38
NDUFB10	-0.47
CD248	0.32
OSBPL3	-0.66
ATG16L1	0.15
LHX1	0.15
TRAM1L1	-0.56
TNFSF15	0.02
VPS4B	0.22
ESF1	-0.69
PPP1R26	0.49
TACR1	-0.76
SORT1	0.38
SLC34A1	-0.8
ADA	-0.09
CXXC4	-0.01
RHOA	-0.01
NCR1	0.0
ZNF280C	-0.49
CPLX1	-0.16
EFNA5	-0.16
HES1	-0.16
LDOC1L	-0.16
SRP19	-0.16
UBE2F	-0.16
WIBG	-0.16
ITFG3	-0.57
LRRC3	0.13
MAPRE2	-0.21
PHKA1	-0.8
DNAJB2	-0.14
CAB39	-0.05
XK	-0.05
IFRD1	-0.38
LIAS	-0.38
COL4A2	-0.64
TLK2	-0.27
NTM	0.2
CREB1	0.08
OR5B21	0.02
ITGA1	-0.06
TTC39A	-0.36
CDC37L1	-0.34
ANKRD49	-0.23
FKBP3	-0.23
FOXO4	-0.23
MRPS14	-0.23
RAB7A	-0.23
SCGB2A2	-0.23
SFN	-0.23
FBLN7	-0.64
GPR141	-0.54
TRIM24	-0.07
ROGDI	-0.14
TRIM16L	-0.14
USP30	-0.14
FBXL18	-0.8
CARS	-0.39
COPZ1	-0.1
EMX2	-0.1
GID8	-0.1
SLC1A7	-0.44
ATRNL1	-1.59
GAB3	-0.05
GATAD1	-0.01
VAPB	-0.01
TBC1D8	-1.01
MYH3	-1.55
DHX35	-0.33
LSM4	-0.25
BCL7A	0.08
ZNF597	0.24
NIPAL3	-0.8
IKBKE	-0.15
GPR75	-0.35
ACOT7	-0.76
PJA2	-0.13
METTL13	-0.66
NUP35	-0.49
BTBD18	0.17
UGP2	-0.98
SLC6A2	-0.44
BARX2	-0.18
TGFBI	-0.66
PCDHA6	-0.76
B3GAT3	-0.2
YARS	-0.2
CRYGN	-0.01
RNF13	-0.01
CUL7	-1.53
VAX1	-0.27
TOMM40L	-0.1
USP12	-0.1
LEP	0.06
FAM81A	-0.25
ERCC1	-0.36
RNF167	-0.36
TMEM38A	-0.36
RXFP3	-0.07
B9D1	-0.14
WTAP	-0.14
COLEC11	-0.11
KDM8	-0.6
DBH	-0.01
LDLRAD3	-0.2
SIGLEC10	-0.24
HSD11B2	-0.47
CLDN10	-0.52
PRDM10	-0.01
ARHGEF25	-0.02
ADPRH	-0.45
ACTL6B	-0.34
DYM	-0.75
COIL	-0.36
HCAR1	-0.36
TET1	0.4
PSMD8	-0.36
MTHFD1L	-0.35
SLC35F1	0.06
AP5Z1	-0.6
ACAP2	-0.6
PNN	-0.07
PNOC	-0.3
ELF1	0.31
GJD2	-0.27
RAB26	-0.27
AFF1	-1.18
DGKZ	0.27
CEBPE	-0.38
LPPR4	-0.38
IP6K2	0.24
NR1H4	0.19
PRPF39	0.15
PROKR1	-0.49
TRIML1	0.33
TRAPPC11	-0.97
DMBX1	-0.25
ESM1	0.04
RPS24	0.04
LIF	0.28
VSIG2	-0.03
TBCC	0.24
CORO2A	-0.73
HMGB3	-0.03
PPP1CC	-0.03
SENP5	0.38
MTHFD2L	-0.36
SYNGR2	-0.36
WWTR1	0.13
ANGPTL2	-0.87
ACAD8	-0.38
RALBP1	-0.38
STK4	-0.42
KRIT1	-0.87
AIP	-0.14
CACNG5	-0.14
TSPAN11	-0.14
EXOSC10	-1.24
FBXL4	-0.93
GABRR1	0.02
ZNF184	-0.02
DUSP3	-0.32
SH3GLB1	-0.32
TSPAN5	-0.32
ZNF284	0.07
ZNF131	0.13
ATP11C	-0.31
ETNK1	0.04
FAM151B	0.04
FOXA2	0.04
PARD6A	0.04
IL1RN	-0.69
VWC2L	0.1
TUBA1C	-0.58
FRS3	0.29
ARRB2	-0.67
CD19	-0.18
FAM3C	-0.21
HPCAL4	-0.21
KCMF1	-0.21
ZMAT3	-0.45
DIRAS2	-0.14
MMD	-0.14
MRPL14	-0.14
SZRD1	-0.14
UCHL1	-0.14
CD40LG	-0.03
LPGAT1	-0.03
MEST	-0.03
CAP2	-0.05
ZNF34	-0.33
ASIC4	0.4
USP8	0.4
ZFPM2	0.52
CREB3L3	-0.71
AP2S1	0.01
SEMA4B	-0.04
FNIP1	-0.57
HTR7	0.1
TMEM52	0.1
RASL12	-0.6
TRAF5	-0.05
AKAP8	0.5
SLC7A6	0.02
AK4	-0.08
ANP32A	-0.08
CHMP4B	-0.08
H2AFX	-0.08
RAP1A	-0.08
RRM2B	-0.08
SOD1	-0.08
TMEM203	-0.08
TXNL4A	-0.08
PARP12	-0.66
PRDM5	-0.62
CDK14	-0.51
ENO2	-0.41
HIST1H2BK	-0.41
SPSB1	-0.16
NUP210L	-0.65
MEOX2	-0.03
PTAR1	-0.03
ATP11B	-0.44
COMT	-0.18
VSIG1	-0.18
SLC37A1	-0.71
LHX4	-0.45
RGAG1	0.5
JPH1	0.09
CDC42EP2	0.11
GRPR	0.11
UTP18	0.11
SCAND3	-0.95
NUAK2	-0.66
CDC42BPA	-1.54
ASRGL1	-0.31
CREBZF	-0.14
NPY5R	-0.14
KDM1B	0.0
PIM1	0.28
BTBD10	-0.23
PPP1R9A	0.03
SHC1	-0.18
ZNF251	-0.51
PCID2	-0.6
B4GALT5	0.19
ELANE	0.19
ZFYVE21	0.19
FAM73B	-0.04
ARL14EP	-0.07
IMMP2L	-0.07
HRH1	0.37
EPHA1	-0.9
KLHL2	0.17
GRIN3A	0.21
PODN	0.03
CNTN5	-0.08
XIAP	0.02
OR51T1	-0.09
FES	-0.92
PPFIA4	-0.44
ATAD5	-0.05
CD14	-0.71
VWCE	-0.9
SLC40A1	0.33
LDHB	-0.25
FGF23	0.08
TMEM150C	0.08
SERINC3	-0.16
ROM1	-0.22
HTR2A	0.44
QARS	-0.64
PASD1	0.38
ODF3	0.17
KANK2	0.59
C9orf72	-0.56
LUC7L2	0.15
LRRC45	-0.51
ENTPD8	-1.06
AQP5	-0.34
LPAR2	-0.34
LYPLA2	-0.3
NAMPT	-0.3
ELMOD1	-0.47
RAMP1	-0.47
YTHDF2	-0.01
RUSC1	-0.4
TREX1	-0.67
RNF146	0.15
LIN9	-0.49
MAD2L2	0.06
TMEM101	-0.41
ADORA2A	-0.11
PALM2	-0.11
PPAN	-0.86
ZFR2	0.39
DCAF17	-0.47
ZNF830	0.04
PANK1	0.28
MARS2	-0.84
THEMIS	-0.35
ENOX2	-0.43
TBC1D23	-0.8
SLC30A7	-0.69
UNC45A	-1.1
PLAA	-0.93
CCDC124	-0.29
ADCYAP1	-0.19
CHCHD7	-0.19
FERD3L	-0.19
FEZF2	-0.19
SERPINA6	-0.49
RPS23	-0.01
SNAP25	-0.01
SPIN4	-0.01
VBP1	-0.01
FMR1	0.26
GABRA4	0.26
CHFR	-0.4
C20orf195	-0.84
TMEM161A	-0.84
YIF1A	-0.6
CTDSP1	0.06
GPR3	0.06
ZNF276	-0.08
KCNA3	0.22
LOX	0.22
POMT2	-0.93
SLC39A14	-0.42
ZP2	-0.84
GPR21	-0.4
SLC30A6	-1.0
ITGA6	0.25
KIAA1147	0.31
MON1A	-0.58
TIA1	0.24
ZNFX1	-0.45
TICAM1	-0.15
PAN2	-0.62
PHC1	0.05
GRB2	-0.12
PLEKHF2	-0.12
RAB5B	-0.12
VIP	-0.12
ALG10	-0.29
SUGT1	-0.18
CATSPER4	0.4
LGI3	-1.07
ZC3H15	-0.16
KHDRBS2	-0.09
POFUT1	-0.09
PROS1	-0.22
FEZF1	-0.01
HBE1	-0.01
RPA4	-0.01
CNIH3	-0.05
GNPNAT1	-0.05
KCTD6	-0.05
RPS8	-0.05
SNCB	-0.05
UBL4A	-0.05
NAPRT1	-1.02
PRKACB	-0.43
RTN3	-0.84
COL9A3	0.61
PPP4R2	0.22
RAD23A	0.37
VPS51	-0.64
AIRE	-0.57
KCNJ11	0.24
NAPG	-0.21
DRG2	0.19
RBM34	-0.84
PITX1	-0.14
TGFA	-0.14
NPHP3	-1.01
ANKRA2	-0.32
ACP5	0.35
C20orf197	0.1
PRDX4	0.1
RPL12	0.1
RPS27A	0.1
KATNAL1	-0.16
KLK5	-0.16
TEAD2	0.02
DOPEY1	-1.05
RBBP8	-0.64
TRO	0.18
UCN3	-0.01
LIN28B	0.04
PHB	0.04
ZFAND3	0.04
IDS	0.38
SLC25A19	-0.43
NSFL1C	-0.2
GRHL3	0.54
PROL1	-0.23
MLH1	0.51
TRIM17	-0.22
PDCD4	-0.16
C5orf51	0.1
MFAP1	0.1
SDC2	0.1
EIF4G3	0.3
MAN1A1	-0.47
HFE2	-0.34
ATL3	-0.14
F11R	-0.14
NGEF	-0.33
TXLNG	0.44
IL4	-0.27
CPNE9	0.08
FGF11	-0.38
CALCRL	0.17
PMEPA1	0.17
ENTHD1	-0.16
EIF2AK3	0.09
P2RX3	-0.03
SQRDL	0.44
NETO2	-0.4
N6AMT2	0.04
NINJ2	0.04
TRPM5	-0.84
SNX18	-0.27
PRMT10	-0.84
GIPC1	0.11
ACTL8	-0.07
OR4C3	-0.07
C16orf72	0.24
BAX	-0.6
CHM	0.17
SLC34A2	0.16
FARP1	0.1
BRAP	-0.51
SPON2	-0.02
RNF152	-0.09
LIMA1	-1.0
TIGIT	-0.38
NGLY1	-0.55
VIPAS39	-0.4
KIF11	0.07
ASB2	-0.39
TMOD3	-0.56
STAC2	-0.98
PLEKHO2	0.02
NXPH2	-0.16
PCGF5	-0.16
PRIMA1	-0.16
STYX	-0.16
TMEM179B	-0.16
ARMC5	0.25
PKN3	-0.75
AADAC	-0.09
JAK3	-0.99
TDP1	-0.51
HTR1D	-0.54
CDK5R1	-0.14
PSMA7	-0.14
COG2	-0.33
MFSD5	-0.78
ZNF692	-0.73
IARS	-1.07
FLT4	0.71
SLC29A2	-0.6
PTPRC	0.23
ZBTB37	0.08
TTI1	-0.52
CDR2	-0.98
ZNF646	0.23
EFNB1	0.22
SLC35F2	0.22
WSB2	0.22
CLN3	-0.16
BAIAP2L2	-0.45
MCHR2	-0.27
TNFSF14	-0.27
WARS	-0.27
SLC30A5	-0.09
CAPRIN2	-0.53
TMTC1	-0.42
PCDHA5	0.1
ABRA	-0.2
DFFB	-0.07
MED11	0.01
SPIN1	0.01
PEPD	-0.15
WRAP53	-0.57
TBC1D2B	0.07
BSND	-0.36
INHA	0.08
PMM1	-0.4
ATP2C1	-0.29
AMD1	-0.1
AMMECR1	-0.1
CALM3	-0.1
EBAG9	-0.1
GCH1	-0.1
HIST1H4I	-0.1
PSMD10	-0.1
THAP1	-0.1
TMEM56	-0.1
EIF3H	-0.38
LRIG3	-0.72
CLN6	-0.07
SLC26A3	0.6
MAPK11	-0.14
MNAT1	-0.14
WDR11	-0.93
CHEK1	-0.32
UBE2J1	-0.32
SLC12A1	-0.83
CDK6	0.19
LHX6	0.19
PPIG	0.02
MYO1G	-0.83
RPS15A	0.06
FAM217B	-0.58
EIF4E	-0.03
FUNDC2	-0.03
GADD45A	-0.03
HIST1H2BB	-0.03
MAGEH1	-0.03
TMEM65	-0.03
SPHK1	-0.22
TBC1D9B	-0.45
PDIA5	-0.95
LATS2	0.36
OLFM2	0.0
C11orf53	-0.18
ORC2	-0.18
C3orf22	-0.23
MRAP2	-0.23
ZNF575	-0.23
CHRNE	-0.91
VSX2	-0.29
ADSS	0.01
KCNJ3	0.01
PRSS42	0.01
ATXN7L1	0.17
GRM8	-0.57
DEGS1	-0.12
BTBD6	-0.89
SYT6	-0.89
ITGA8	-0.79
FBXO40	-0.79
AK8	0.07
RAB11FIP5	-0.89
PACSIN3	-0.53
MLC1	0.0
OTX1	-0.1
RNF115	-0.1
SPIC	-0.1
STX7	-0.1
TMED8	-0.1
ERP29	-0.14
WBP11	-0.14
FOXRED2	0.59
GEMIN8	0.13
PSMB2	0.13
COL25A1	-0.36
TCF7	0.11
CTBP2	0.37
PRR5	0.44
RPAP2	-0.6
GGT6	0.51
AMELX	0.06
SIX3	0.06
ARPC2	-0.25
CSDC2	-0.25
PRDX1	-0.25
RPL18	-0.25
QTRT1	-0.51
UST	-0.51
CLPX	-0.25
PPAPDC3	-0.29
NPHS2	0.02
SYT4	0.02
RPLP0	-0.03
SNX22	-0.03
TLX1	-0.03
APBB2	-0.37
TBL2	-0.93
GGCX	-0.71
ZNF232	-0.36
LACTB	0.13
TTC1	0.13
REN	-0.4
AKT1S1	-0.2
NPL	-0.2
SH3BP1	0.47
FAM214B	-0.14
IMP4	-0.14
AP3B1	0.43
HPS5	0.19
VPS35	-0.69
DSE	-0.35
ICAM1	0.25
SLC25A39	-1.0
LYPD2	0.06
MAGEA12	0.06
TERF1	-0.6
LOH12CR1	0.24
MAGEB1	0.24
ZNF619	-0.38
C15orf38	-0.56
TGIF2LX	0.17
B3GALT2	-0.27
RHBDL3	-0.25
CYBB	0.35
NOLC1	-0.05
CXorf22	0.49
AZI2	-0.41
PHB2	-0.41
PSMB10	-0.41
TNFRSF8	0.18
HHATL	0.11
MYC	0.0
USP49	0.0
CCR6	-0.07
MIER1	-0.07
ENPP1	-0.4
SLC6A12	-0.4
ZNF133	-0.04
TMEM119	0.06
TMEM132E	0.12
WWC3	0.72
TUBAL3	-0.57
ZDHHC14	0.35
SLC16A2	0.1
ZC3H12A	0.67
CPSF4	-0.16
MICAL3	0.41
FRS2	-0.27
RGS7	-0.47
GABRA3	-0.05
ASPSCR1	-0.69
TMEM200A	-0.84
PLEKHG3	-0.21
DEFB134	-0.14
FAM26D	-0.14
MAFB	-0.14
GJA4	0.4
SNCAIP	0.23
ZW10	-0.97
ACAA2	-0.58
IRF8	-0.18
STAC	-0.18
LAMP2	0.11
PPP2R3C	-0.47
STAU2	0.33
TPP1	0.4
IL1R2	-0.71
USP37	0.49
CISH	-0.49
PLA2G12B	-0.19
BTBD9	-0.96
FKBP10	-0.75
PAM	-0.33
KIF13A	-0.09
TRAPPC8	0.72
ZNF264	0.16
OLFML2A	-0.73
TALDO1	-0.73
TPI1	-0.58
HEXA	-0.33
C11orf58	0.04
GORAB	-0.47
FAM19A1	-0.08
PSMA5	-0.08
PTH	-0.08
RBM8A	-0.08
RPL24	-0.08
RPL34	-0.08
SNN	-0.08
TRMT112	-0.08
FAM73A	-0.73
EPG5	-0.36
MOGAT3	0.22
CCDC3	-0.27
RALYL	-0.27
NDUFS3	-0.16
NSMCE4A	-0.16
LCA5	-0.13
TCOF1	0.47
EIF4E2	-0.34
NAGS	-0.34
ST8SIA4	-0.34
RPL27	-0.21
C1QA	-0.14
CSH2	-0.14
FBXO47	0.28
FHL3	0.28
URM1	-0.12
CYP2W1	0.53
FNIP2	-0.1
KRTCAP3	0.15
GPR152	0.54
DLK1	0.55
BRAT1	0.77
CYB561	-0.54
MYBL1	-0.29
HOXC11	-0.43
SORBS2	-0.52
EID3	0.26
STAT2	-0.73
CCBE1	-0.05
HDAC11	-0.67
HIST1H4B	-0.65
SURF4	-0.23
EPB41L5	0.05
WDR12	-0.27
PNLIP	-0.69
DLG3	-0.25
C11orf87	0.04
LSAMP	0.04
PCMT1	0.04
TMEM198	0.15
SHC4	-0.71
ADCYAP1R1	-0.16
PROSC	-0.16
CBLN4	-0.01
MED21	-0.01
TMEM47	-0.01
CADPS2	-0.66
AJAP1	0.42
MAP4	0.41
FMNL2	0.14
TDRD5	0.69
ZMYM6	-0.33
TTLL7	-0.75
QDPR	-0.38
SNX11	-0.38
GAS2	0.19
PRPSAP1	-0.45
IKZF2	0.02
XCR1	-0.03
PTH1R	0.07
LIN28A	-0.3
CFP	0.35
PAX1	0.35
DLD	-0.11
RPS3	0.33
CYB561D2	-0.09
SLC25A30	-0.09
CDK20	-0.55
ADAMTS19	-0.55
CD82	-0.53
DOK3	-0.08
MAFK	0.13
RAB33A	0.13
SIAH1	0.13
CSTF2	0.24
ARG1	-0.25
C1orf159	-0.23
ZNF121	-0.23
CWC22	0.07
DDX25	-0.45
SMYD2	0.35
SPHK2	0.13
C15orf39	0.72
DTNB	-0.8
CD40	0.33
ABI3	-0.03
NXF3	-0.36
DCAF8L1	0.35
NLRP4	0.22
MYO6	-0.37
ZBTB33	0.24
IZUMO1	-0.23
NT5C1A	-0.23
AHCTF1	0.54
ZAK	0.71
TAT	-0.56
MARK3	-0.69
RBPMS	0.13
NUCB1	-0.89
LCK	0.44
SDR9C7	0.33
PLCB2	-0.7
ARHGAP28	-0.35
CA11	-0.25
BEND4	0.24
GNS	-0.31
PYCR1	-0.53
TBC1D17	-0.8
MTHFD1	0.38
RNF169	-0.56
PCP2	0.13
MTUS2	0.53
NUFIP2	0.53
ANKRD2	-0.05
LRRC46	-0.05
STIL	0.69
GOT2	0.31
C16orf58	0.02
SIRT2	0.02
HLCS	-0.59
ATF7IP2	0.07
HIST1H2AC	-0.16
STX1B	-0.16
HP	-0.8
PRNP	0.37
RXRB	-0.12
TMEM100	-0.12
CD2AP	-0.35
TMEM145	-0.34
MAST2	-0.16
BSX	0.17
PDHA1	0.17
REEP1	0.17
CEACAM6	-0.05
CEP57	-0.05
CSNK1G3	-0.32
KRT222	-0.32
SERTAD3	-0.32
TMED1	-0.32
TUBB6	-0.54
OAS3	-0.26
RIMKLA	-0.25
